show_id;type;title;country;date_added;Description
s520;Movie;Angela's Christmas;Ireland, Canada;November 30, 2018;Children & Family Movies A trip to church with her family on Christmas Eve gives young Angela an extraordinary idea. A heartwarming tale based on a story by Frank McCourt.
s521;Movie;Angela's Christmas Wish;United States;December 1, 2020;Children & Family Movies With her father working far away in Australia, a determined Angela makes a plan â€” and a heartfelt wish â€” to reunite her family in time for the holidays.
s522;Movie;Angels & Demons;United States, Italy;December 1, 2020;Thrillers A Harvard symbologist races to uncover clues that will help stop an attack on the Vatican by a secret society looking to retaliate for old persecutions.
s523;Movie;Anger Management;United States;November 1, 2019;Comedies After a gentle businessman is forced to get anger management counseling, his therapist moves in â€“ but turns out to have anger issues of his own.
s524;TV Show;Angry Birds;Finland;March 16, 2019;Kids' TV, TV Comedies Birds Red, Chuck and their feathered friends have lots of adventures while guarding eggs in their nest that pesky pigs keep trying to steal.
s525;Movie;Angry Indian Goddesses;India, Germany;March 14, 2017;Dramas, Independent Movies, International Movies A photographer invites a close-knit group of female pals to her Goa home to announce her engagement, which stirs up a riot of emotion in all of them.
s526;Movie;Angu Vaikuntapurathu (Malayalam);;March 5, 2020;Action & Adventure, Comedies, Dramas After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaireâ€™s son.
s527;Movie;Ani... Dr. Kashinath Ghanekar;India;September 10, 2020;Dramas, International Movies From his singular career to his personal demons, this biopic chronicles the short yet prolific life of the Marathi dentist-turned-superstar.
s528;Movie;ANIMA;United Kingdom;June 27, 2019;Dramas, Independent Movies, Music & Musicals In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud.
s529;Movie;Animal Crackers;China, Spain, South Korea, United States;July 24, 2020;Children & Family Movies, Comedies Enchanted animal crackers turn Owen into whatever shape he eats! But to save the family circus, he'll have to keep them out of his evil uncle's hands.
s530;Movie;Animal World;China;September 28, 2018;Action & Adventure, International Movies, Sci-Fi & Fantasy An unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host.
s531;Movie;Animas;Spain, Belgium;January 25, 2019;Horror Movies, International Movies A teen's eerie visions become increasingly frequent and terrifying after her longtime friend gets a girlfriend and his abusive dad is strangely killed.
s532;TV Show;Anitta: Made In HonÃ³rio;Brazil;December 16, 2020;Docuseries, International TV Shows In this intimate documentary, Brazilian pop queen Anitta opens up about fame, family and her fierce work ethic, revealing the woman behind the hits.
s533;Movie;Anjaan;India;October 1, 2018;Action & Adventure, Dramas, International Movies Mild-mannered Krishna comes to Mumbai to search for his gang-leader brother, and quickly finds himself in way over his head.
s534;TV Show;Anjaan: Rural Myths;India;December 15, 2018;International TV Shows, TV Horror, TV Thrillers Spine-chilling stories of malevolent spirits unfold in villages, jungles and haunted buildings across India.
s535;TV Show;Anjaan: Special Crimes Unit;India;May 1, 2018;"International TV Shows, TV Horror, TV Mysteries The cases are supernatural; the police officers human. Together, cops Aditi and Vikrant must solve mysteries from the realm of the paranormal."
s536;Movie;Anjelah Johnson: Not Fancy;United States;October 2, 2015;Stand-Up Comedy The actress, comedian and YouTube sensation riffs on everything from nail salons and Gypsies to Mexican moms and super-sleuthing Liam Neeson.
s537;Movie;Ankhon Dekhi;India;September 28, 2020;Dramas, Independent Movies, International Movies After a distressing incident, a Delhi man vows to believe only what he can see, but his new ideals soon take his life in extreme directions.
s538;Movie;Ankur Arora Murder Case;India;October 15, 2017;Dramas, International Movies, Thrillers A young medical intern sets out to fight for justice after the negligence of the surgeon he looked up to ends in tragedy.
s539;Movie;Annabelle Hooper and the Ghosts of Nantucket;United States;August 1, 2017;Children & Family Movies While vacationing on picturesque Nantucket, a crafty teenage mystery writer contends with two thieves as she tries to solve a ghostly conundrum.
s540;TV Show;Anne with an E;Canada;January 3, 2020;"International TV Shows, TV Dramas, Teen TV Shows A plucky orphan whose passions run deep finds an unlikely home with a spinster and her soft-spoken bachelor brother. Based on ""Anne of Green Gables."""
s541;TV Show;Anohana: The Flower We Saw That Day;Japan;July 15, 2019;Anime Series, International TV Shows, Teen TV Shows A teen haunted by the spirit of an old friend summons the other members of their childhood club to help fulfill the girl's final wish.
s542;Movie;Anon;United Kingdom, Canada, United States, Germany;May 4, 2018;Dramas, Sci-Fi & Fantasy, Thrillers In a future where technology has rendered privacy obsolete, a detective investigates a serial assassin who has been deleted from all visual records.
s543;Movie;Another Forever;Brazil, Netherlands, United States, Colombia, Austria, Germany;March 21, 2017;Dramas, Independent Movies, International Movies Overtaken by the death of her beloved, a grieving woman decides to take a spontaneous trip to visit her friend and get her life back on track.
s544;TV Show;Another Life;United States;July 25, 2019;TV Action & Adventure, TV Dramas, TV Mysteries After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact.
s545;TV Show;Another Miss Oh;South Korea;October 16, 2019;International TV Shows, Korean TV Shows, Romantic TV Shows A sound director who suddenly starts getting visions of someone elseâ€™s future gets mired in the lives of two women, who happen to share the same name.
s546;TV Show;Answer for Heaven;;June 27, 2019;Crime TV Shows, International TV Shows, TV Comedies An angel falls to earth to investigate why humans are doing fewer good deeds â€“ and falls in with a hard-charging crime reporter and his news team.
s547;Movie;Ant-Man and the Wasp;United States;January 29, 2019;Action & Adventure, Comedies, Sci-Fi & Fantasy Problems big and small pop up when Scott Lang, aka Ant-Man, gets drafted by Dr. Hank Pym and Hope van Dyne, aka the Wasp, for an urgent rescue mission.
s548;Movie;Antar: Son of Shadad;Egypt;May 9, 2019;Comedies, International Movies Learning he is the grandson of a famous knight, a young man hilariously fights a rival gang to win over the most beautiful woman in the tribe.
s549;Movie;Antariksha Ke Rakhwale;;June 18, 2019;Children & Family Movies Space villains have abducted all the superheroes! Itâ€™s up to Bheem and his trusty team to save the others.
s550;TV Show;Anthony Bourdain: Parts Unknown;United States;;Docuseries This CNN original series has chef Anthony Bourdain traveling to extraordinary locations around the globe to sample a variety of local cuisines.
s551;Movie;Anthony Jeselnik: Fire in the Maternity Ward;United States;April 30, 2019;Stand-Up Comedy Forging his own comedic boundaries, Anthony Jeselnik revels in getting away with saying things others can't in this stand-up special shot in New York.
s552;Movie;Anthony Jeselnik: Thoughts and Prayers;United States;October 16, 2015;Stand-Up Comedy There's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.
s553;Movie;Anthony Kaun Hai?;India;July 1, 2018;Comedies, Dramas, International Movies A forger uses a fake identity in trying to retrieve stolen diamonds buried in a penitentiary, unaware a mob assassin is on the trail of his phony alias.
s554;Movie;Antidote;United States;April 14, 2019;Action & Adventure, Horror Movies A tough-as-nails treasure hunter protects a humanitarian doctor as she tries to cure a supernatural disease caused by a mysterious witch.
s555;Movie;Antoine Griezmann: The Making of a Legend;;March 21, 2019;Documentaries, International Movies, Sports Movies With heart and determination, Antoine Griezmann overcame his small stature to become one of the worldâ€™s top soccer players and a World Cup champion.
s556;Movie;Anwar;India;December 31, 2019;Dramas, Independent Movies, International Movies Seeking refuge in a Hindu temple after the tragic death of the girl he loved, a Muslim youth is caught by the police, who mistake him for an enemy.
s557;TV Show;å¿è€…ãƒãƒƒãƒˆãƒªãã‚“;Japan; December 23, 2018;Anime Series, Kids' TV Hailing from the mountains of Iga, Kanzo Hattori moves in with elementary school student Kenichi Mitsuba and his family to hone his skills as a ninja.
s558;Movie;Apache Warrior;United States;November 1, 2019;Documentaries Recovered cockpit footage and telling interviews reveal the true stories of US fighter pilots in one of the largest combat strikes in history.
s559;TV Show;Apache: The Life of Carlos Tevez;Argentina;August 16, 2019;Crime TV Shows, International TV Shows, Spanish-Language TV Shows This gritty dramatization of the life of Carlos Tevez shows his rise to soccer stardom amid the harrowing conditions in Argentina's Fuerte Apache.
s560;TV Show;Apaches;Spain;September 8, 2017;Crime TV Shows, International TV Shows, Spanish-Language TV Shows A young journalist is forced into a life of crime to save his father and family in this series based on the novel by Miguel SÃ¡ez Carral.
s561;Movie;Apaharan;India;January 8, 2021;Dramas, International Movies Raised under the condescending eye of his activist father, an underachieving loafer is lured into the local kingpinâ€™s web of corruption and kidnapping.
s562;Movie;APEX: The Story of the Hypercar;United States;August 1, 2016;Documentaries A visionary carmaker introduces his fuel-efficient, high-performance hypercar to a market filled with big-name competitors like Ferrari and Porsche.
s563;Movie;Apollo 18;United States, Canada;March 9, 2019;Horror Movies, Sci-Fi & Fantasy, Thrillers This sci-fi thriller suggests that Apollo 17, despite official statements to the contrary, wasn't NASA's last manned mission to the moon.
s564;Movie;Apostle;United Kingdom, United States;October 12, 2018;Horror Movies, International Movies, Thrillers In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.
s565;Movie;April and the Extraordinary World;France, Canada, Belgium;October 1, 2017;Action & Adventure, Comedies, International Movies After the world's top scientists disappear, orphaned April secretly forges ahead with a family experiment and gets tangled up in a vast conspiracy.
s566;TV Show;Aquarius;United States;June 16, 2017;Crime TV Shows, TV Dramas Amid the turmoil of 1960s LA, two cops and a prominent political family are drawn into the sex- and drug-fueled web of a young Charles Manson.
s567;Movie;ArÃ¨s;France;May 23, 2017;Action & Adventure, International Movies, Sci-Fi & Fantasy A futuristic France tries to keep its people from despair and rebellion over crippling poverty by engaging them with a violent TV competition show.
s568;Movie;Aram, Aram;United States;February 15, 2017;Dramas, Independent Movies Newly orphaned Aram leaves Beirut to live with his grandfather in Los Angeles, and overwhelmed by culture shock, he falls prey to an Armenian gang.
s569;Movie;Arango y Sanint: RÃ­ase el show;Colombia;January 17, 2018;Stand-Up Comedy Colombian stand-up comedians Antonio Sanint and JuliÃ¡n Arango impersonate an Argentine visitor and a cabbie, and a pair of dirty old men at the opera.
s570;TV Show;ARASHI's Diary -Voyage-;Japan;December 31, 2019;Docuseries, International TV Shows Twenty years after their debut, join the beloved members of Arashi on a new journey as they showcase their lives, talents and gifts to the world.
s571;TV Show;Archibald's Next Big Thing;;March 20, 2020;Kids' TV, TV Comedies Happy-go-lucky chicken Archibald may not remember to do his chores, but he never forgets to have fun. After all, life's an adventure!
s572;Movie;Arctic Dogs;India, United Kingdom, China, Canada, Japan, South Korea, United States;May 4, 2020;Children & Family Movies, Comedies When he stumbles upon evil Otto Von Walrus's scheme to melt the Arctic, ambitious delivery fox Swifty assembles a ragtag crew to protect the planet.
s573;Movie;Arctic Heart;France, Belgium;April 14, 2017;Dramas, International Movies, Romantic Movies Madly in love with a brilliant scientist studying an immunizing protein produced by penguins, a timid med student offers her body to his research.
s574;Movie;Are We Done Yet?;Egypt;August 1, 2019;Comedies, Dramas, International Movies When authorities arrest his young son, a taxi driver must convince the courts and rabid media that he's not the criminal they seek.
s575;TV Show;Are You The One;United States;December 1, 2020;Reality TV Determined by a dating algorithm, a group of single contestants must identify their perfect matches for a shot at love and a cash prize.
s576;TV Show;Ares;Netherlands;January 17, 2020;International TV Shows, TV Dramas, TV Horror Aiming to become part of Amsterdam's elite, an ambitious college student joins an exclusive society, unaware it's hiding a horrifying secret.
s577;TV Show;Argon;South Korea;November 22, 2017;International TV Shows, Korean TV Shows, TV Dramas In a world filled with provocative (and often misleading) news, a passionate team of investigative TV reporters strives to bring truths to light.
s578;Movie;Ari EldjÃ¡rn: Pardon My Icelandic;Iceland;December 2, 2020;Stand-Up Comedy In this English-language special, Icelandic comedian Ari EldjÃ¡rn pokes fun at Nordic rivalries, Hollywood's take on Thor, the whims of toddlers and more.
s579;TV Show;Ari Shaffir: Double Negative;United States;July 18, 2017;Stand-Up Comedy & Talk Shows Wry yet thoughtful, comedian Ari Shaffir brings his edgy humor to two fast-paced stand-up specials about children and adulthood.
s580;Movie;Ariana grande: excuse me, i love you;United States;December 21, 2020;Documentaries, Music & Musicals Ariana Grande takes the stage in London for her Sweetener World Tour and shares a behind-the-scenes look at her life in rehearsal and on the road.
s581;Movie;Arisan 2;Indonesia;September 15, 2018;Comedies, Dramas, International Movies A group of friends reunites for a vacation amid nature, where they laugh about their shared history and bond over difficult truths.
s582;Movie;Arjun: The Warrior Prince;India;November 1, 2018;Action & Adventure, Dramas, International Movies This animated retelling of the classic Indian tale of Prince Arjun â€“ part of the Sanskrit epic Mahabharata â€“ begins during the prince's youth.
s583;Movie;ARQ;Canada, United States;September 16, 2016;International Movies, Sci-Fi & Fantasy, Thrillers Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity.
s584;TV Show;Arrested Development;United States;May 29, 2018;TV Comedies It's the Emmy-winning story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.
s585;TV Show;Arrow;United States;February 5, 2020;Crime TV Shows, TV Action & Adventure Based on DC Comics' Green Arrow, an affluent playboy becomes a vengeful superhero, saving the city from villains armed with just a bow and arrows.
s586;Movie;Arsenio Hall: Smart & Classy;United States;October 29, 2019;Stand-Up Comedy In his first stand-up special, Arsenio Hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes.
s587;TV Show;Arthdal Chronicles;South Korea;June 2, 2019;International TV Shows, Korean TV Shows, TV Action & Adventure In a mythical land called Arth, the inhabitants of the ancient city of Arthdal and its surrounding regions vie for power as they build a new society.
s588;Movie;Arthur;United States;April 1, 2019;Comedies, Romantic Movies Russell Brand stars in this remake as a philanderer who must decide whether to give up an inheritance of millions for the sake of romance.
s589;Movie;Arthur Christmas;United Kingdom, United States;January 1, 2020;Children & Family Movies, Comedies At Santa Claus's super-secret toy-making facility, Mr. Claus entrusts his son, Arthur, to carry out an ultra-important Christmas mission.
s590;Movie;Article 15;India;September 6, 2019;Dramas, International Movies, Thrillers The grim realities of caste discrimination come to light as an entitled but upright city cop ventures into Indiaâ€™s heartland to investigate a murder.
s591;Movie;Aruna & Her Palate;Indonesia, South Korea, Singapore;January 1, 2020;Dramas, International Movies An epidemiologist turns her nationwide bird flu investigation into a chance to sample local delicacies en route, with three friends along for the ride.
s592;Movie;As Above, So Below;United States;September 16, 2018;Horror Movies, Thrillers A beautiful tomb raider and her crew hunt for treasure in the catacombs of Paris and find themselves in a hellish underworld.
s593;Movie;As Good as It Gets;United States;January 1, 2020;Comedies, Romantic Movies The structured world of a sour, obsessive-compulsive author crumbles when he's drawn into the lives of a stressed-out single mom and his gay neighbor.
s594;Movie;Ascharyachakit!;India;December 19, 2018;Dramas, Independent Movies, International Movies Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbaiâ€™s glitzy veneer.
s595;Movie;Asees;India;November 1, 2018;Dramas, International Movies, Music & Musicals When a dispute breaks out between five siblings over their motherâ€™s property, one devoted son will go to any lengths to protect her land.
s596;TV Show;Ash vs. Evil Dead;United States;April 29, 2019;TV Action & Adventure, TV Comedies, TV Horror Thirty years later, Ash Williams â€“ demon hunter par excellence â€“ is back to battle a new Deadite plague. He may have lost a hand, but not his touch.
s597;TV Show;Ashes of Love;China;December 16, 2018;International TV Shows, Romantic TV Shows, TV Comedies Hidden away by her mother, the Floral Goddess, the naÃ¯ve Jinmi is drawn to Xufeng, the Heavenly Emperor's son. Yet forces conspire against them.
s598;TV Show;Ask the Doctor;Australia;October 19, 2018;Docuseries, International TV Shows, Science & Nature TV From allergies to diet to sleep, three friendly doctors share expert advice, bust medical myths and test the latest treatments.
s599;TV Show;Ask the StoryBots;United States;August 2, 2019;Kids' TV Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth.
s600;Movie;Asoka;India;March 15, 2017;Action & Adventure, Dramas, International Movies This elaborate Bollywood epic dramatizes one man's transformation from a vengeful and cunning warrior into a legendary leader and teacher of Buddhism.
s601;Movie;Asperger's Are Us;United States;December 11, 2016;Documentaries A comedy troupe of four friends on the autism spectrum prepares for a final show before its members go their separate ways.
s602;Movie;Asphalt Burning;Norway;January 2, 2021;Action & Adventure, Comedies, International Movies When the brakes slam on his wedding, Roy accepts a challenge from a new foe to race for his runaway bride at the iconic NÃ¼rburgring track in Germany.
s603;Movie;Assimilate;United States;October 25, 2019;Horror Movies, Sci-Fi & Fantasy, Thrillers A group of friends making a web series about their hometown realize it isnâ€™t as boring as they thought when their neighbors start behaving strangely.
s604;TV Show;Astronomy Club: The Sketch Show;United States;December 6, 2019;TV Comedies With unique individual perspectives that converge into a unified voice, sketch comedy group Astronomy Club delivers a smart and absurd brand of humor.
s605;Movie;Asu Mare 2;Peru;December 1, 2016;Comedies, International Movies To win the heart of his true love â€“ a high-society girl â€“ a hapless commoner plots to change his identity and avoid his embarrassing friends.
s606;Movie;Asura Guru;India;June 13, 2020;Dramas, International Movies For a tech-savvy thief, elaborate robberies and evading the police are second nature until a private detective is hired to investigate his latest heist.
s607;Movie;Asura: The City of Madness;South Korea;February 15, 2018;Action & Adventure, Dramas, International Movies Caught between a corrupt mayor and a prosecutor intent on exposing political depravity, a police detective must decide whose side he's on.
s608;Movie;At All Costs;United States;December 14, 2016;Documentaries, Sports Movies This revealing documentary explores how the high-stakes world of Amateur Athletic Union basketball has professionalized youth sports in America.
s609;Movie;At First Light;Canada;December 27, 2018;Dramas, Sci-Fi & Fantasy After mysterious lights imbue her with extraordinary powers, a teenager goes on the run from authorities with the friend who harbors a crush on her.
s610;TV Show;At the Dolphin Bay;Taiwan;November 15, 2019;International TV Shows, Romantic TV Shows Encountering each other after a long separation, two childhood friends from orphanage must overcome great odds to fulfill an old promise and find love.
s611;TV Show;Atelier;Japan;December 1, 2015;"International TV Shows, TV Dramas A young ""fabric geek"" lands a job at an upscale Japanese lingerie company â€“ and quickly discovers she'll need help to survive."
s612;Movie;Athlete A;United States;June 24, 2020;Documentaries, Sports Movies This documentary focuses on the gymnasts who survived USA Gymnastics doctor Larry Nassar's abuse and the reporters who exposed USAG's toxic culture.
s613;Movie;Atlantics;France, Senegal, Belgium;November 29, 2019;Dramas, Independent Movies, International Movies Arranged to marry a rich man, young Ada is crushed when her true love goes missing at sea during a migration attempt â€“ until a miracle reunites them.
s614;Movie;Atlas Shrugged: Part II;United States;December 19, 2020;Dramas With the world's economy in dire straits, corporate protagonist Dagny Taggart searches for a solution amid the rubble of a long-abandoned factory.
s615;Movie;ATM;United States, Canada;September 5, 2018;Comedies, International Movies, Romantic Movies When a broken ATM dishes out a fortune, a couple who works at the bank vies to see who can recover the most cash â€“ and the loser must find a new job.
s616;TV Show;Atomic Puppet;Canada, France;December 1, 2017;Crime TV Shows, Kids' TV, TV Comedies Captain Atomic â€“ once a superhero, now a sock puppet â€“ can only activate his powers with the help of Joey, his new partner and biggest fan.
s617;TV Show;Attack on Titan;Japan;February 24, 2019;Anime Series, International TV Shows With his hometown in ruins, young Eren Yeager becomes determined to fight back against the giant Titans that threaten to destroy the human race.
s618;Movie;Attacking the Devil: Harold Evans and the Last Nazi War Crime;United Kingdom;May 15, 2016;Documentaries, International Movies Intrepid newspaper editor Harold Evans wages an ongoing battle to expose the truth about a dangerous drug and obtain compensation for its victims.
s619;Movie;Attitude Test;Chile;August 19, 2018;"Comedies, Independent Movies, International Movies Four high school seniors steal an important college entrance exam and go on vacation to ""study,"" but accidentally lose the exam while partying."
s620;TV Show;Atypical;United States;November 1, 2019;TV Comedies, TV Dramas, Teen TV Shows When a teen on the autism spectrum decides to get a girlfriend, his bid for more independence puts his whole family on a path of self-discovery.
s621;Movie;Audrie & Daisy;United States;September 23, 2016;Documentaries In this wrenching documentary, two teens are sexually assaulted by boys they considered friends, humiliated online and harassed by their communities.
s622;TV Show;Aunty Donna's Big Ol' House of Fun;Australia;November 11, 2020;TV Comedies Comedy trio Aunty Donna showcase their uniquely absurd and offbeat style through an array of sketches, songs and eclectic characters.
s623;Movie;Aurora;Romania, France, Switzerland, Germany;March 4, 2020;Dramas, International Movies 42-year-old Viorel, a distraught engineer, takes drastic measures to end his emotional suffering after enduring a devastating divorce.
s624;Movie;Auschwitz: Blueprints of Genocide;United Kingdom;January 19, 2019;Documentaries Newly released KGB files expose evidence proving how architects and engineers conspired with the Nazis to build a camp designed for genocide.
s625;TV Show;Aussie Gold Hunters;Australia;August 1, 2017;Docuseries, International TV Shows, Reality TV Three teams of gold hunters battle all manner of challenges while pursuing their dreams in the Australian Outback.
s626;Movie;Austin Powers in Goldmember;United States;December 1, 2019;Action & Adventure, Comedies The world's most shagadelic spy continues his fight against the diabolical Dr. Evil, who's teamed with a new foe: 1970s villain Goldmember.
s627;Movie;Austin Powers: International Man of Mystery;United States;December 1, 2019;Comedies A swingin' fashion photographer by day and a groovy British secret agent by night, superspy Austin Powers must foil the sinister schemes of Dr. Evil.
s628;Movie;Austin Powers: The Spy Who Shagged Me;United States;December 1, 2019;"Action & Adventure, Comedies, Sci-Fi & Fantasy When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's ""mojo,"" Austin must return to the swingin' '60s himself."
s629;Movie;Autohead;India;January 1, 2017;Dramas, International Movies, Thrillers A production crew that thinks it's making a documentary about a humble Mumbai rickshaw driver unmasks a horrifying truth about their film's subject.
s630;Movie;Automata;Bulgaria, United States, Spain, Canada;September 8, 2017;International Movies, Sci-Fi & Fantasy, Thrillers In a dystopian future, an insurance adjuster for a tech company investigates a robot killed for violating protocol and discovers a global conspiracy.
s631;TV Show;Autumn's Concerto;Taiwan;August 1, 2016;International TV Shows, Romantic TV Shows, TV Dramas After losing all memories of his past, a wealthy lawyer travels to a rural village where a woman he once loved now lives with her son.
s632;Movie;Ava;United States;December 7, 2020;Action & Adventure, Dramas An elite assassin wrestling with doubts about her work scrambles to protect herself â€” and her estranged family â€” after a hit goes dangerously wrong.
s633;TV Show;Avatar: The Last Airbender;United States;May 15, 2020;Classic & Cult TV, Kids' TV, TV Action & Adventure Siblings Katara and Sokka wake young Aang from a long hibernation and learn he's an Avatar, whose air-bending powers can defeat the evil Fire Nation.
s634;Movie;Ave Maryam;Indonesia;September 3, 2020;Dramas, International Movies, Romantic Movies A devoted nun who cares for her elder sisters must choose between upholding her vows or pursuing her forbidden feelings for a fascinating pastor.
s635;Movie;Avengement;United Kingdom;September 17, 2019;Action & Adventure Betrayed by his loan shark brother, a hardened convict escapes from prison while on furlough to exact revenge against the people who made him a killer.
s636;Movie;Avengers: Infinity War;United States;December 25, 2018;Action & Adventure, Sci-Fi & Fantasy Superheroes amass to stop intergalactic sociopath Thanos from acquiring a full set of Infinity Stones and wiping out half of all life in the universe.
s637;Movie;Avicii: True Stories;Sweden, Netherlands;December 28, 2018;"Documentaries, International Movies, Music & Musicals Follow the meteoric rise of Tim Bergling, aka Avicii, from Swedish teenager to the creative force behind ""Wake Me Up,"" ""You Make Me"" and other hits."
s638;Movie;Await Further Instructions;United Kingdom;February 2, 2019;Horror Movies, Sci-Fi & Fantasy A familyâ€™s tense reunion turns terrifying when they get trapped in their home by an unknown force, and sinister commands begin appearing on their TV.
s639;Movie;Awake;United States;November 24, 2019;Thrillers After an accident leaves him with no recollection of who he is, a man becomes a prime suspect in the search for a serial killer targeting young women.
s640;TV Show;Awake: The Million Dollar Game;United States;June 14, 2019;Reality TV Sleepless for 24 hours, contestants in the comedy game show stumble through challenges both eccentric and everyday for a chance at a $1 million prize.
s641;TV Show;Away;United States;September 4, 2020;Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy Commander Emma Green leaves behind her husband and daughter to lead an international crew of astronauts on a perilous three-year mission to Mars.
s642;TV Show;Away From Home;;May 8, 2019;International TV Shows, TV Dramas A high-achieving 11-year-old student embarks on a journey of self-discovery at a school on a nearby island as he grapples with tensions at home.
s643;Movie;Awe;India;February 15, 2019;Dramas, International Movies, Sci-Fi & Fantasy Disparate characters, including an aspiring time traveler, a phony chef, a drug-addicted waitress and several others, share a surprising connection.
s644;Movie;Axone;India;June 12, 2020;Comedies, Dramas, Independent Movies In Delhi, friends from Northeast India prepare a pungent delicacy for a wedding party, sparking conflict and comedy with their unaccustomed neighbors.
s645;Movie;Ayana;India;February 15, 2019;Dramas, International Movies With his carefree bachelor days behind him, a young entrepreneurâ€™s ambitions for adulthood come with some painful personal and professional decisions.
s646;Movie;Ayotzinapa, el paso de la tortuga;Mexico;December 1, 2018;Documentaries, International Movies Delving into the disappearance of 43 college students in Mexico, this documentary seeks to give justice and a voice to the victims and their families.
s647;Movie;Azali;Ghana;February 7, 2020;Dramas, International Movies Sent away to evade an arranged marriage, a 14-year-old begins a harrowing journey of sex work and poverty in the slums of Accra.
s648;Movie;Azhar;India;April 12, 2019;Dramas, International Movies, Sports Movies This biopic traces the tumultuous life and career of top cricket player Mohammad Azharuddin, who led India's national team in the 1990s.
s649;Movie;Aziz Ansari Live at Madison Square Garden;United States;March 6, 2015;"Stand-Up Comedy Stand-up comedian and TV star Aziz Ansari (""Parks and Recreation"") delivers his sharp-witted take on immigrants, relationships and the food industry."
s650;Movie;Aziz Ansari: Buried Alive;United States;November 1, 2013;"Stand-Up Comedy ""Parks and Recreation"" star Aziz Ansari takes the stage to share his unfiltered views on adulthood, babies, marriage, love and more in the modern era."
s651;Movie;Aziz Ansari: RIGHT NOW;United States;July 9, 2019;Stand-Up Comedy In a comedy special directed by Spike Jonze, Aziz Ansari shares deep personal insights and hilarious takes on wokeness, family and the social climate.
s652;TV Show;B: The Beginning;Japan;March 2, 2018;"Anime Series, Crime TV Shows, International TV Shows Genius investigator Keith Flick rejoins the royal police force just as serial killer ""B"" emerges. Mysterious youth Koku may be an ally, or a target."
s653;Movie;B.A. Pass;India;June 7, 2018;Dramas, Independent Movies, International Movies Orphaned and at loose ends, young Mukesh falls into the seductive orbit of married Sarika, who leads him ever deeper into a world of sex and betrayal.
s654;Movie;B.A. Pass 2;India;June 1, 2018;Dramas, International Movies A young woman eager to avoid an arranged marriage moves to Mumbai, where she learns hard truths about show business, life and love.
s655;Movie;Baadshaho;India;October 16, 2017;Action & Adventure, International Movies In 1975, during the government-declared Emergency, thief Bhawani and his crew plan a daring robbery to reclaim his royal lover's seized treasures.
s656;Movie;Baaghi;India;August 4, 2018;Action & Adventure, International Movies A martial artist faces his biggest test when he has to travel to Bangkok to rescue the woman he loves from the clutches of his romantic rival.
s657;Movie;Baahubali 2: The Conclusion (Hindi Version);India;August 7, 2017;Action & Adventure, Dramas, International Movies To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Hindi conclusion to the historic saga.
s658;Movie;Baahubali 2: The Conclusion (Malayalam Version);;August 7, 2017;Action & Adventure, Dramas, International Movies To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Malayalam conclusion to the historic saga.
s659;Movie;Baahubali 2: The Conclusion (Tamil Version);;August 7, 2017;Action & Adventure, Dramas, International Movies To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Tamil conclusion to the historic saga.
s660;Movie;Baahubali: The Beginning (English Version);;October 24, 2018;Action & Adventure, Dramas, International Movies Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this English version of S.S. Rajamouli's epic.
s661;Movie;Baahubali: The Beginning (Hindi Version);India;August 7, 2017;Action & Adventure, Dramas, International Movies Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Hindi version of S.S. Rajamouli's epic.
s662;Movie;Baahubali: The Beginning (Malayalam Version);;August 7, 2017;Action & Adventure, Dramas, International Movies Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Malayalam version of S.S. Rajamouli's epic.
s663;Movie;Baahubali: The Beginning (Tamil Version);;August 7, 2017;Action & Adventure, Dramas, International Movies Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Tamil version of S.S. Rajamouli's epic.
s664;Movie;Baazaar;India;January 13, 2019;Dramas, International Movies A wide-eyed graduate learns the ugly side of ambition when he joins in the dubious business practices of his idol, a ruthless Mumbai stock tycoon.
